ride_id,driver_name,passenger_name,pickup_city,dropoff_city,fare_amount,ride_distance_km,ride_status,requested_at,completed_at,rating,payment_method
2629,Anita Rai,Ashok Neupane,Birgunj,Chitwan,653.28,18.52,cancelled,2024-10-08 19:52:13,,,cash
2630,Rajan Pandey,Meena Adhikari,Kirtipur,Pokhara,508.03,2.45,completed,2024-08-13 11:04:49,2024-08-13 11:14:01.298083,,cash
2631,Kabita Lama,Bina Ghimire,Kathmandu,Bhaktapur,787.12,21.91,cancelled,2024-12-17 02:14:01,,,
2632,Kabita Lama,Dipesh Oli,Lalitpur,Kathmandu,476.69,14.69,completed,2024-08-13 15:29:33,2024-08-13 15:53:17.420057,3.3,cash
2633,Nisha Bista,Ritu Koirala,Lalitpur,Kathmandu,666.84,7.95,completed,2024-12-23 08:25:17,2024-12-23 08:58:39.721149,3.3,card
2634,ramesh shrestha,Suman Giri,Kathmandu,Butwal,110.37,34.42,completed,2024-12-14 14:43:41,2024-12-14 15:00:23.422099,3.5,cash
2635,Suresh Magar,Pratima Hamal,Birgunj,Kirtipur,269.36,4.45,completed,2024-08-28 10:17:01,2024-08-28 11:07:01.310535,2.9,esewa
2636,Nisha Bista,Rohan Shah,Bhaktapur,Biratnagar,569.19,7.78,cancelled,2024-09-08 01:31:40,,,cash
2637,Priya Gurung,Rekha Tiwari,Chitwan,Kathmandu,569.83,44.92,no_show,2024-02-22 18:33:13,,,khalti
2638,Priya Gurung,Laxmi Shrestha,Chitwan,Bhaktapur,584.01,33.98,completed,2024-11-03 23:19:55,2024-11-04 00:11:29.075347,4.3,cash
2639,Anita Rai,Sanjay Maharjan,Kathmandu,Bhaktapur,741.48,17.0,cancelled,2024-02-11 16:16:38,,,esewa
2640,Nisha Bista,Dipesh Oli,Lalitpur,Kirtipur,190.92,42.92,completed,2024-02-25 21:27:48,2024-02-25 21:49:33.432938,3.1,cash
2641,Nisha Bista,Bina Ghimire,Kirtipur,Chitwan,10.16,28.81,cancelled,2024-06-06 20:27:44,,,card
2642,Rajan Pandey,Rekha Tiwari,Butwal,Biratnagar,416.51,8.03,cancelled,2024-03-02 02:35:33,,,khalti
2643,Nisha Bista,Ritu Koirala,Hetauda,Pokhara,649.49,34.23,cancelled,2024-08-22 19:03:21,,,khalti
2644,Suresh Magar,Suman Giri,Lalitpur,Chitwan,83.45,24.42,completed,2024-06-30 10:30:12,2024-06-30 10:42:43.313198,3.3,cash
2645,Kabita Lama,Sanjay Maharjan,Birgunj,Pokhara,448.96,44.82,cancelled,2024-07-27 19:28:27,,,
2646,Kabita Lama,Meena Adhikari,Kathmandu,Biratnagar,100.0,18.42,cancelled,2024-06-12 22:37:09,,,esewa
2647,ramesh shrestha,Ashok Neupane,Birgunj,Lalitpur,564.06,35.53,completed,2024-06-01 14:42:11,2024-06-01 15:03:12.397619,2.7,cash
2648,Nisha Bista,Dipesh Oli,Bhaktapur,Chitwan,212.43,8.11,cancelled,2024-06-16 13:45:17,,,khalti
2649,Rajan Pandey,Ashok Neupane,Biratnagar,Kirtipur,264.4,5.77,completed,2024-12-22 00:37:55,2024-12-22 01:46:00.797604,5.0,card
2650,deepak thapa,Sabina Dahal,Pokhara,Kirtipur,604.84,22.34,no_show,2024-10-13 12:01:14,,,cash
2651,Bikash Karki,Ritu Koirala,Biratnagar,Butwal,463.61,16.75,completed,2024-02-28 09:49:33,2024-02-28 11:15:00.718509,3.7,esewa
2652,ramesh shrestha,Arun Joshi,Hetauda,Butwal,229.48,42.18,completed,2024-03-15 20:39:58,2024-03-15 21:22:52.182193,3.0,esewa
2653,Priya Gurung,Bijay Yadav,Butwal,Kathmandu,299.4,2.93,no_show,2024-12-05 01:02:07,,,cash
2654,Suresh Magar,Sabina Dahal,Kathmandu,Kirtipur,124.92,16.44,completed,2024-09-30 06:26:33,2024-09-30 07:17:23.878037,3.5,cash
2655,Deepak Thapa,Sunita KC,Kathmandu,Pokhara,699.84,38.41,completed,2024-03-19 03:16:38,2024-03-19 03:30:09.890787,4.3,card
2656,Nisha Bista,Manish Bajracharya,Chitwan,Pokhara,135.7,37.86,cancelled,2024-05-18 02:20:20,,,
2657,Bikash Karki,Pratima Hamal,Birgunj,Butwal,2904.86,30.75,completed,2024-01-25 18:18:17,2024-01-25 18:39:53.563421,3.1,esewa
2658,Sita Tamang,Bina Ghimire,Pokhara,Lalitpur,229.38,5.88,completed,2024-04-30 00:47:51,2024-04-30 01:24:33.728848,2.6,khalti
2659,Nisha Bista,Nabin Chand,Kathmandu,Hetauda,524.49,19.73,completed,2024-01-24 05:15:33,2024-01-24 05:57:46.408755,3.7,cash
2660,Bikash Karki,Meena Adhikari,Pokhara,Lalitpur,345.24,11.72,cancelled,2024-10-31 15:02:19,,,cash
2661,Rajan Pandey,Dipesh Oli,Bhaktapur,Pokhara,594.82,31.64,completed,2024-07-14 23:38:18,2024-07-15 00:07:30.049422,2.8,cash
2662,deepak thapa,Kavya Poudel,Bhaktapur,Chitwan,344.93,39.89,completed,2024-08-04 16:44:20,2024-08-04 18:00:12.261649,,esewa
2663,Anita Rai,Arun Joshi,Lalitpur,Chitwan,705.23,14.55,no_show,2024-05-16 09:05:49,,,esewa
2664,ramesh shrestha,Ritu Koirala,Pokhara,Birgunj,648.84,33.05,cancelled,2024-04-02 05:54:30,,,cash
2665,deepak thapa,Pratima Hamal,Chitwan,Kirtipur,642.53,4.7,completed,2024-05-25 14:37:17,2024-05-25 14:56:33.312750,3.8,cash
2666,Suresh Magar,Sunita KC,Bhaktapur,Pokhara,19.07,40.82,completed,2024-04-10 11:00:12,2024-04-10 11:05:40.579734,4.5,cash
2667,Nisha Bista,Sunita KC,Bhaktapur,Chitwan,635.82,27.14,completed,2024-12-19 01:55:54,2024-12-19 03:03:34.771747,4.8,esewa
2668,Bikash Karki,Sabina Dahal,Birgunj,Kirtipur,599.47,17.51,completed,2024-03-06 15:50:35,2024-03-06 16:58:45.378795,,cash
2669,deepak thapa,Laxmi Shrestha,Chitwan,Kirtipur,2446.76,18.44,completed,2024-12-05 08:59:41,2024-12-05 10:26:13.221024,4.7,card
2670,Bikash Karki,Pratima Hamal,Chitwan,Bhaktapur,316.14,2.83,completed,2024-08-04 13:41:30,2024-08-04 14:59:03.553865,4.2,khalti
2671,Suresh Magar,Sanjay Maharjan,Chitwan,Chitwan,305.5,24.79,cancelled,2024-05-21 16:29:34,,,cash
2672,Ramesh Shrestha,Ritu Koirala,Chitwan,Kathmandu,725.04,39.7,completed,2024-03-25 03:18:37,2024-03-25 03:37:27.621790,3.0,card
2673,Nisha Bista,Sanjay Maharjan,Lalitpur,Bhaktapur,798.35,34.5,completed,2024-02-17 08:49:03,2024-02-17 09:52:48.618452,3.7,cash
2674,Sita Tamang,Rohan Shah,Chitwan,Kirtipur,713.68,34.53,completed,2024-02-18 23:46:36,2024-02-19 00:49:48.269812,3.4,cash
2675,Deepak Thapa,Meena Adhikari,Pokhara,Kirtipur,381.14,21.25,completed,2024-12-26 05:31:02,2024-12-26 06:43:54.737415,3.2,card
2676,Suresh Magar,Kavya Poudel,Butwal,Birgunj,504.07,12.24,completed,2024-08-24 02:00:11,2024-08-24 02:12:53.587456,4.5,esewa
2677,Bikash Karki,Ritu Koirala,Hetauda,Kathmandu,479.49,9.26,cancelled,2024-01-24 02:19:52,,,
2678,deepak thapa,Pratima Hamal,Bhaktapur,Lalitpur,785.23,28.21,completed,2024-12-01 19:24:41,2024-12-01 19:43:13.440034,4.7,cash
2679,Nisha Bista,Pratima Hamal,Butwal,Pokhara,25.25,27.64,cancelled,2024-07-28 06:28:40,,,cash
2680,Sita  Tamang,Sunita KC,Lalitpur,Kirtipur,629.98,29.58,no_show,2024-12-19 06:22:11,,,cash
2681,Anita Rai,Arun Joshi,Bhaktapur,Kathmandu,324.06,31.36,no_show,2024-12-10 08:33:28,,,khalti
2682,Bikash Karki,Niraj Acharya,Bhaktapur,Hetauda,442.23,41.48,cancelled,2024-04-30 00:08:29,,,cash
2683,Nisha Bista,Rohan Shah,Birgunj,Bhaktapur,578.85,28.56,completed,2024-09-20 11:33:47,2024-09-20 11:42:29.850175,4.3,card
2684,Sita Tamang,Sabina Dahal,Birgunj,Pokhara,295.84,24.71,completed,2024-06-19 15:14:50,2024-06-19 16:25:34.312942,4.3,khalti
2685,Sita Tamang,Ritu Koirala,Bhaktapur,Bhaktapur,200.0,11.72,completed,2024-01-03 22:46:24,2024-01-04 00:10:01.834745,4.9,cash
2686,Suresh Magar,Niraj Acharya,Chitwan,Birgunj,734.08,17.01,completed,2024-09-18 13:50:33,2024-09-18 14:31:54.490957,2.5,khalti
2687,Anita Rai,Sanjay Maharjan,Pokhara,Biratnagar,548.47,44.73,completed,2024-04-14 22:33:21,2024-04-14 23:56:28.748254,4.3,card
2688,Priya Gurung,Niraj Acharya,Pokhara,Kathmandu,146.23,1.64,completed,2024-09-30 01:53:13,2024-09-30 03:13:43.847870,3.9,cash
2689,Rajan Pandey,Suman Giri,Lalitpur,Birgunj,358.62,29.92,no_show,2024-02-06 03:01:59,,,esewa
2690,Priya Gurung,Rekha Tiwari,Birgunj,Hetauda,307.83,42.02,completed,2024-01-22 21:46:09,2024-01-22 22:52:39.932312,4.7,esewa
2691,Rajan Pandey,Suman Giri,Lalitpur,Birgunj,342.79,38.33,cancelled,2024-06-18 01:12:01,,,esewa
2692,deepak thapa,Ashok Neupane,Bhaktapur,Hetauda,289.58,7.54,completed,2024-10-20 20:10:47,2024-10-20 20:32:25.706651,3.4,cash
2693,Kabita Lama,Ashok Neupane,Birgunj,Hetauda,492.86,12.64,no_show,2024-07-28 14:49:36,,,khalti
2694,Sita Tamang,Bina Ghimire,Lalitpur,Butwal,375.89,30.26,cancelled,2024-03-08 23:23:01,,,cash
2695,Priya Gurung,Bijay Yadav,Biratnagar,Butwal,727.96,17.7,cancelled,2024-03-29 05:33:11,,,esewa
2696,Deepak Thapa,Laxmi Shrestha,Birgunj,Butwal,591.9,1.25,completed,2024-12-19 15:09:55,2024-12-19 15:54:23.453205,3.9,card
2697,Rajan Pandey,Kavya Poudel,Pokhara,Biratnagar,165.55,10.81,no_show,2024-01-28 09:28:09,,,cash
2698,Nisha Bista,Ashok Neupane,Birgunj,Kathmandu,423.72,28.77,cancelled,2024-08-17 09:06:12,,,
2699,Priya Gurung,Suman Giri,Kathmandu,Lalitpur,93.83,17.87,completed,2024-05-18 22:56:54,2024-05-18 23:04:57.522500,4.2,khalti
2700,Kabita Lama,Nabin Chand,Birgunj,Biratnagar,252.87,14.83,no_show,2024-09-16 20:15:00,,,cash
2701,Rajan Pandey,Ritu Koirala,Pokhara,Bhaktapur,769.58,9.12,completed,2024-12-24 10:11:52,2024-12-24 10:52:55.122519,3.5,khalti
2702,Kabita Lama,Niraj Acharya,Birgunj,Bhaktapur,186.76,14.71,completed,2024-01-10 19:43:35,2024-01-10 20:39:45.332028,4.4,cash
2703,deepak thapa,Laxmi Shrestha,Pokhara,Kirtipur,509.46,23.01,completed,2024-06-28 16:26:00,2024-06-28 16:57:48.039135,4.7,cash
2704,Suresh Magar,Laxmi Shrestha,Kathmandu,Biratnagar,2899.16,19.29,completed,2024-05-06 18:49:37,2024-05-06 19:24:34.319031,4.4,esewa
2705,deepak thapa,Rohan Shah,Bhaktapur,Butwal,585.81,43.23,no_show,2024-04-17 22:20:44,,,cash
2706,Anita Rai,Suman Giri,Bhaktapur,Hetauda,545.35,15.0,completed,2024-03-30 01:44:23,2024-03-30 02:25:39.511757,4.2,khalti
2707,Suresh Magar,Dipesh Oli,Butwal,Birgunj,402.58,30.59,cancelled,2024-04-12 15:46:31,,,card
2708,Anita Rai,Ashok Neupane,Bhaktapur,Chitwan,423.16,19.61,no_show,2024-01-12 19:13:10,,,cash
2709,Kabita Lama,Ritu Koirala,Kirtipur,Butwal,264.11,39.9,cancelled,2024-09-18 08:20:13,,,
2710,Bikash Karki,Ashok Neupane,Pokhara,Bhaktapur,500.0,44.27,completed,2024-09-10 21:21:02,2024-09-10 21:36:45.615198,2.8,khalti
2711,ramesh shrestha,Suman Giri,Lalitpur,Birgunj,500.0,19.29,completed,2024-08-29 11:05:31,2024-08-29 11:58:50.527036,3.1,cash
2712,Kabita Lama,Meena Adhikari,Bhaktapur,Kathmandu,629.0,32.85,completed,2024-02-27 23:35:30,2024-02-27 23:41:46.617486,2.7,cash
2713,Bikash Karki,Rekha Tiwari,Bhaktapur,Birgunj,740.17,24.95,cancelled,2024-12-15 15:23:42,,,
2714,Rajan Pandey,Meena Adhikari,Biratnagar,Kirtipur,263.9,29.34,completed,2024-04-21 22:05:55,2024-04-21 23:14:28.182768,3.8,khalti
2715,Sita Tamang,Arun Joshi,Bhaktapur,Hetauda,353.72,17.67,cancelled,2024-09-28 09:50:53,,,esewa
2716,Ramesh Shrestha,Meena Adhikari,Bhaktapur,Kirtipur,776.89,20.91,completed,2024-12-28 02:05:07,2024-12-28 02:36:34.109765,4.2,esewa
2717,Sita  Tamang,Rohan Shah,Chitwan,Bhaktapur,785.35,31.74,completed,2024-05-20 20:08:32,2024-05-20 20:56:12.630800,4.6,cash
2718,Bikash Karki,Nabin Chand,Hetauda,Kirtipur,320.37,29.09,completed,2024-04-06 13:39:05,2024-04-06 14:08:11.775079,2.8,cash
2719,Anita Rai,Manish Bajracharya,Butwal,Bhaktapur,318.21,3.52,no_show,2024-06-11 10:21:41,,,khalti
2720,Kabita Lama,Manish Bajracharya,Birgunj,Hetauda,695.97,13.54,completed,2024-02-26 22:21:52,2024-02-26 22:39:10.831517,3.1,cash
2721,Kabita Lama,Ashok Neupane,Birgunj,Bhaktapur,28.86,39.98,cancelled,2024-05-27 10:12:01,,,card
2722,Suresh Magar,Kavya Poudel,Chitwan,Kathmandu,736.36,28.13,completed,2024-04-10 11:06:17,2024-04-10 12:34:35.974445,2.7,cash
2723,Kabita Lama,Bina Ghimire,Pokhara,Kirtipur,142.72,16.53,completed,2024-06-20 15:11:30,2024-06-20 15:24:17.483531,,card
2724,deepak thapa,Manish Bajracharya,Chitwan,Kirtipur,136.18,10.06,completed,2024-11-07 04:54:28,2024-11-07 05:24:25.519297,,card
2725,Rajan Pandey,Dipesh Oli,Biratnagar,Bhaktapur,576.3,4.64,cancelled,2024-12-21 21:04:20,,,
2726,Kabita Lama,Sanjay Maharjan,Birgunj,Hetauda,462.42,20.88,no_show,2024-04-06 08:56:22,,,khalti
2727,Anita Rai,Ashok Neupane,Pokhara,Lalitpur,484.01,33.47,cancelled,2024-05-20 14:14:03,,,cash
2728,Rajan Pandey,Sanjay Maharjan,Chitwan,Birgunj,200.0,29.54,completed,2024-01-19 00:36:26,2024-01-19 01:32:55.610771,4.6,esewa
2729,Nisha Bista,Pratima Hamal,Kathmandu,Kirtipur,161.96,10.27,no_show,2024-01-05 23:36:00,,,cash
2730,Suresh Magar,Nabin Chand,Birgunj,Hetauda,586.96,2.89,completed,2024-06-14 02:06:00,2024-06-14 03:21:17.862606,,esewa
2731,Suresh Magar,Bijay Yadav,Birgunj,Butwal,236.08,23.77,completed,2024-07-31 15:11:48,2024-07-31 15:17:15.971553,3.9,cash
2732,Kabita Lama,Sanjay Maharjan,Biratnagar,Butwal,418.68,19.82,completed,2024-07-05 15:57:57,2024-07-05 17:07:54.511477,3.7,cash
2733,ramesh shrestha,Ritu Koirala,Chitwan,Biratnagar,110.69,36.13,completed,2024-09-25 11:58:57,2024-09-25 12:08:06.297380,2.8,esewa
2734,Suresh Magar,Sabina Dahal,Kathmandu,Kathmandu,692.88,5.26,completed,2024-08-23 03:18:45,2024-08-23 03:35:27.639444,2.9,esewa
2735,Priya Gurung,Sunita KC,Butwal,Chitwan,1785.45,22.81,completed,2024-04-22 13:04:03,2024-04-22 13:29:44.769462,4.2,khalti
2736,Kabita Lama,Prem Basnet,Pokhara,Biratnagar,555.15,31.61,no_show,2024-08-21 23:06:04,,,card
2737,Nisha Bista,Kavya Poudel,Biratnagar,Kirtipur,82.93,18.67,completed,2024-09-23 14:34:06,2024-09-23 14:51:44.910115,4.7,card
2738,Bikash Karki,Sanjay Maharjan,Bhaktapur,Biratnagar,706.45,32.59,completed,2024-02-25 10:45:19,2024-02-25 10:57:01.511990,4.2,cash
2739,deepak thapa,Prem Basnet,Biratnagar,Pokhara,300.0,28.66,completed,2024-07-15 10:53:12,2024-07-15 11:47:46.419534,2.6,card
2740,Sita Tamang,Rekha Tiwari,Butwal,Kirtipur,281.23,24.95,completed,2024-08-01 16:41:11,2024-08-01 17:00:56.048381,4.9,esewa
2741,Bikash Karki,Manish Bajracharya,Kirtipur,Chitwan,12.83,11.98,cancelled,2024-04-04 11:42:11,,,card
2742,deepak thapa,Bijay Yadav,Pokhara,Hetauda,300.0,38.25,cancelled,2024-04-23 23:20:41,,,
2743,Rajan Pandey,Dipesh Oli,Chitwan,Bhaktapur,795.22,10.68,completed,2024-12-12 22:03:07,2024-12-12 22:30:49.470210,3.2,khalti
2744,Bikash Karki,Laxmi Shrestha,Bhaktapur,Chitwan,426.13,7.72,no_show,2024-05-31 00:07:45,,,khalti
2745,deepak thapa,Meena Adhikari,Kathmandu,Bhaktapur,321.23,21.1,cancelled,2024-07-17 13:18:44,,,card
2746,Bikash Karki,Rohan Shah,Birgunj,Kirtipur,500.0,21.89,completed,2024-05-03 08:52:52,2024-05-03 08:59:43.290497,3.3,cash
2747,Kabita Lama,Nabin Chand,Chitwan,Kathmandu,512.81,32.7,completed,2024-11-22 08:30:12,2024-11-22 09:29:46.700989,4.1,khalti
2748,Suresh Magar,Bijay Yadav,Kathmandu,Birgunj,487.77,4.15,completed,2024-12-06 18:37:14,2024-12-06 19:14:22.369404,3.6,cash
2749,Bikash Karki,Meena Adhikari,Hetauda,Chitwan,104.55,3.76,no_show,2024-05-30 14:26:24,,,esewa
2750,Ramesh Shrestha,Kavya Poudel,Kirtipur,Butwal,259.63,21.19,completed,2024-09-14 10:35:36,2024-09-14 11:03:53.381701,3.8,cash
2751,Deepak Thapa,Sanjay Maharjan,Bhaktapur,Pokhara,786.09,23.54,completed,2024-04-01 12:31:32,2024-04-01 13:37:20.582354,2.8,esewa
2752,Priya Gurung,Meena Adhikari,Bhaktapur,Pokhara,83.35,42.57,cancelled,2024-08-12 06:34:31,,,esewa
2753,Nisha Bista,Laxmi Shrestha,Birgunj,Pokhara,87.76,21.09,completed,2024-07-28 17:56:09,2024-07-28 18:29:20.473126,4.9,khalti
2754,Nisha Bista,Arun Joshi,Bhaktapur,Biratnagar,162.91,41.24,cancelled,2024-04-16 01:11:21,,,
2755,Priya Gurung,Bina Ghimire,Hetauda,Butwal,504.17,34.2,completed,2024-06-17 00:06:31,2024-06-17 00:59:24.311908,,khalti
2756,Priya Gurung,Bina Ghimire,Pokhara,Lalitpur,432.93,31.0,completed,2024-10-15 12:14:24,2024-10-15 12:55:06.831439,4.9,card
2757,Anita Rai,Sanjay Maharjan,Bhaktapur,Butwal,141.63,26.02,cancelled,2024-06-17 13:42:44,,,esewa
2758,Nisha Bista,Bijay Yadav,Birgunj,Biratnagar,167.29,39.68,no_show,2024-01-20 00:32:23,,,card
2759,Nisha Bista,Laxmi Shrestha,Lalitpur,Chitwan,130.98,37.71,completed,2024-03-23 01:31:51,2024-03-23 02:13:07.125441,3.4,cash
2760,Ramesh Shrestha,Sanjay Maharjan,Pokhara,Kathmandu,798.53,19.14,completed,2024-06-30 09:00:17,2024-06-30 09:57:56.862346,3.5,cash
2761,Nisha Bista,Prem Basnet,Kirtipur,Lalitpur,672.78,11.76,completed,2024-07-31 00:05:29,2024-07-31 01:12:14.195904,3.8,khalti
2762,Suresh Magar,Ritu Koirala,Biratnagar,Bhaktapur,209.46,15.51,no_show,2024-07-29 13:40:11,,,cash
2763,Nisha Bista,Ritu Koirala,Lalitpur,Kirtipur,302.87,39.2,no_show,2024-10-12 11:27:45,,,cash
2764,Rajan Pandey,Sunita KC,Hetauda,Bhaktapur,593.84,30.94,cancelled,2024-07-28 09:17:29,,,
2765,ramesh shrestha,Sunita KC,Biratnagar,Bhaktapur,394.13,12.38,no_show,2024-09-20 20:52:07,,,cash
2766,Anita Rai,Bina Ghimire,Pokhara,Biratnagar,446.57,27.04,completed,2024-07-11 04:08:49,2024-07-11 04:26:53.710525,3.0,cash
2767,Nisha Bista,Sunita KC,Butwal,Pokhara,734.29,8.91,completed,2024-05-22 21:38:25,2024-05-22 22:36:18.130971,2.8,esewa
2768,Nisha Bista,Suman Giri,Birgunj,Hetauda,672.68,22.71,completed,2024-09-25 17:25:03,2024-09-25 18:48:04.204008,3.0,card
2769,Anita Rai,Manish Bajracharya,Pokhara,Pokhara,367.56,19.87,completed,2024-08-06 18:20:06,2024-08-06 18:28:21.664039,,esewa
2770,Anita Rai,Dipesh Oli,Lalitpur,Kathmandu,418.71,15.28,no_show,2024-10-03 13:48:25,,,cash
2771,deepak thapa,Bijay Yadav,Pokhara,Bhaktapur,753.86,28.8,cancelled,2024-01-04 03:56:34,,,card
2772,Bikash Karki,Kavya Poudel,Biratnagar,Bhaktapur,2125.43,4.38,completed,2024-12-12 11:58:43,2024-12-12 12:52:06.826527,3.0,khalti
2773,Ramesh Shrestha,Suman Giri,Butwal,Biratnagar,401.67,14.24,completed,2024-08-05 17:01:23,2024-08-05 17:36:45.516615,,cash
2774,Anita Rai,Bina Ghimire,Birgunj,Lalitpur,460.28,17.05,cancelled,2024-02-11 04:56:56,,,cash
2775,Suresh Magar,Bijay Yadav,Kathmandu,Hetauda,100.0,28.18,completed,2024-07-01 10:08:20,2024-07-01 10:17:24.229629,3.4,esewa
2776,Rajan Pandey,Kavya Poudel,Lalitpur,Kathmandu,2548.01,6.58,no_show,2024-12-20 05:47:32,,,cash
2777,Anita Rai,Rekha Tiwari,Pokhara,Kathmandu,100.0,30.01,cancelled,2024-10-20 04:40:00,,,
2778,Deepak Thapa,Suman Giri,Birgunj,Kathmandu,550.57,2.06,cancelled,2024-02-12 12:19:07,,,card
2779,Suresh Magar,Ritu Koirala,Butwal,Kathmandu,28.43,36.94,cancelled,2024-07-07 05:50:16,,,
2780,Rajan Pandey,Meena Adhikari,Kirtipur,Kirtipur,286.18,34.1,no_show,2024-02-19 17:24:21,,,cash
2781,Priya Gurung,Bijay Yadav,Butwal,Lalitpur,330.16,42.55,no_show,2024-08-23 17:19:38,,,cash
2782,Bikash Karki,Meena Adhikari,Hetauda,Biratnagar,675.21,29.46,cancelled,2024-05-08 19:44:21,,,
2783,Bikash Karki,Arun Joshi,Butwal,Hetauda,633.75,40.85,completed,2024-09-07 02:11:38,2024-09-07 03:06:49.320584,3.5,esewa
2784,Anita Rai,Dipesh Oli,Kirtipur,Butwal,551.32,31.2,completed,2024-10-05 21:02:20,2024-10-05 21:48:52.658626,4.3,card
2785,Priya Gurung,Pratima Hamal,Kathmandu,Bhaktapur,736.14,21.64,completed,2024-02-08 11:48:30,2024-02-08 12:45:43.638884,3.2,card
2786,deepak thapa,Bijay Yadav,Chitwan,Chitwan,539.64,26.77,completed,2024-02-08 07:12:43,2024-02-08 08:14:51.210329,4.0,cash
2787,Kabita Lama,Kavya Poudel,Butwal,Birgunj,770.03,14.56,no_show,2024-05-12 14:22:55,,,khalti
2788,deepak thapa,Dipesh Oli,Butwal,Bhaktapur,529.7,31.32,completed,2024-03-15 11:35:17,2024-03-15 12:58:58.844037,3.4,cash
2789,Bikash Karki,Arun Joshi,Kathmandu,Chitwan,318.29,29.3,completed,2024-11-16 19:18:05,2024-11-16 20:40:56.394486,2.7,esewa
2790,Bikash Karki,Ashok Neupane,Kathmandu,Butwal,374.66,29.03,no_show,2024-11-02 01:39:03,,,cash
2791,Suresh Magar,Niraj Acharya,Birgunj,Bhaktapur,419.82,24.17,completed,2024-02-28 11:02:27,2024-02-28 12:22:43.866692,4.6,cash
2792,Anita Rai,Nabin Chand,Kathmandu,Pokhara,245.88,31.77,completed,2024-06-01 14:35:09,2024-06-01 15:53:51.022992,3.6,cash
2793,Anita Rai,Suman Giri,Birgunj,Butwal,731.38,25.96,completed,2024-04-29 06:05:57,2024-04-29 07:05:25.970402,3.7,esewa
2794,Anita Rai,Prem Basnet,Kirtipur,Butwal,92.35,25.66,completed,2024-12-02 09:07:11,2024-12-02 09:17:15.566318,4.6,esewa
2795,Sita Tamang,Laxmi Shrestha,Birgunj,Pokhara,629.33,34.34,completed,2024-01-16 16:21:27,2024-01-16 16:34:33.489481,2.5,card
2796,Kabita Lama,Sanjay Maharjan,Kirtipur,Kirtipur,670.45,17.94,completed,2024-04-23 04:33:35,2024-04-23 05:36:04.655536,4.1,cash
2797,ramesh shrestha,Rekha Tiwari,Hetauda,Hetauda,500.0,30.6,no_show,2024-04-30 19:35:34,,,card
2798,Rajan Pandey,Nabin Chand,Kathmandu,Birgunj,717.21,19.75,completed,2024-03-11 01:10:41,2024-03-11 02:24:52.185519,3.1,cash
2799,Suresh Magar,Ashok Neupane,Hetauda,Bhaktapur,548.12,39.72,cancelled,2024-12-12 01:31:16,,,
2800,Anita Rai,Pratima Hamal,Kathmandu,Hetauda,324.93,29.84,cancelled,2024-03-15 15:07:31,,,
2801,Deepak Thapa,Meena Adhikari,Lalitpur,Hetauda,205.71,21.03,no_show,2024-12-21 23:34:35,,,cash
2802,Kabita Lama,Manish Bajracharya,Pokhara,Kirtipur,87.73,6.22,completed,2024-04-29 15:29:12,2024-04-29 16:37:50.641960,2.7,cash
2803,Sita Tamang,Sabina Dahal,Hetauda,Hetauda,573.5,32.7,completed,2024-11-09 15:09:25,2024-11-09 15:28:59.666759,3.5,cash
2804,Deepak Thapa,Meena Adhikari,Biratnagar,Pokhara,569.61,15.21,completed,2024-08-01 05:40:32,2024-08-01 06:12:41.484145,3.9,cash
2805,Rajan Pandey,Bina Ghimire,Bhaktapur,Bhaktapur,200.0,3.97,completed,2024-04-03 13:13:18,2024-04-03 13:54:36.949728,3.5,cash
2806,Nisha Bista,Dipesh Oli,Butwal,Pokhara,259.01,3.59,completed,2024-11-19 07:20:54,2024-11-19 08:39:48.198263,2.8,cash
2807,Sita  Tamang,Nabin Chand,Birgunj,Lalitpur,425.17,10.44,completed,2024-03-05 23:35:17,2024-03-06 00:34:31.780895,4.3,esewa
2808,Kabita Lama,Sunita KC,Butwal,Birgunj,1000.0,13.66,completed,2024-06-18 00:04:05,2024-06-18 01:21:33.196499,4.4,cash
2809,Nisha Bista,Laxmi Shrestha,Hetauda,Birgunj,601.29,24.34,completed,2024-08-02 09:22:24,2024-08-02 10:03:05.783787,,card
2810,ramesh shrestha,Sunita KC,Biratnagar,Butwal,457.59,28.79,completed,2024-06-20 14:03:35,2024-06-20 14:33:32.146126,4.7,khalti
2811,Anita Rai,Manish Bajracharya,Hetauda,Lalitpur,620.04,37.08,no_show,2024-07-14 02:13:10,,,cash
2812,Suresh Magar,Prem Basnet,Kathmandu,Birgunj,515.56,9.98,completed,2024-07-02 02:21:40,2024-07-02 03:50:30.249539,4.6,cash
2813,Bikash Karki,Prem Basnet,Lalitpur,Bhaktapur,451.9,1.23,cancelled,2024-11-24 17:51:25,,,cash
2814,ramesh shrestha,Dipesh Oli,Hetauda,Kathmandu,186.14,28.87,cancelled,2024-05-26 01:02:19,,,
2815,Anita Rai,Ritu Koirala,Chitwan,Pokhara,138.18,27.5,cancelled,2024-10-31 06:12:02,,,
2816,deepak thapa,Pratima Hamal,Kirtipur,Chitwan,705.08,30.6,completed,2024-04-28 04:08:53,2024-04-28 04:43:42.436669,,cash
2817,Priya Gurung,Niraj Acharya,Kirtipur,Biratnagar,716.58,19.0,cancelled,2024-09-30 19:25:25,,,esewa
2818,Priya Gurung,Kavya Poudel,Birgunj,Kathmandu,462.75,40.16,completed,2024-04-15 20:12:48,2024-04-15 20:28:34.669548,4.8,cash
